,name,artists,genre,spotifyID
282,French Kiss - The Original Underground Mix,"[""Lil' Louis"", 'The World']",chicago-house,7hnqJYCKZFW7vMoykaraZG
283,The Acieed That Ate New York,['Mark Imperial'],chicago-house,40zZR0N5PxMWDhww6Fxrj7
284,Survivors,['Eat Static'],chicago-house,4t42gOs8z32AZrSgUa49u8
285,Let's Get Busy,['On The House'],chicago-house,4iPFwW7hy1lba8OGCKKsIx
286,Young Hearts Run Free,['Candi Stanton'],chicago-house,1wQEiOL83k4SbOw8ct6vNM
287,Ride The Rhythm,['On The House featuring Marshall Jefferson'],chicago-house,0pqxnlVebUlduU6G8dwUMV
288,Naked In the Rain - Original Radio Edit,"['Tyrrell', 'Blue Pearl']",chicago-house,2O8xJhnKXgfsqc65IPYbRW
289,Falling - Armando's House mix,"['3 2 6', 'Armando']",chicago-house,575QvzRKeDdjbt7OgJHQ0x
290,Heaven,['The Chimes'],chicago-house,3GZSaITfESSt54loMAH9CK
291,Time for Us,['Nicolas Jaar'],chicago-house,798mI116dJdZ12n9CkdflI
292,Contact,['Big Audio Dynamite'],chicago-house,2zrWkcgscVHyPNfZEOk23z
293,"Funk U Up - Original 12"" Vocal",['Jesse Saunders'],chicago-house,4np1ZSefZyjnML0fEfElBo
294,Bes' Enatainment - Original Mix,['Mark Farina'],chicago-house,2Lj8T12mn1lkboBb6bwQsk
295,Groovin' Without A Doubt,['Intercity'],chicago-house,7ueRlgyGJYKoGR06siLAGl
296,Searchin' Hard - Mike Dunn's AC mix,"['Da Posse', 'Mike Dunn', 'Martell']",chicago-house,6skXSSQ1HURFOndYySENe8
297,Inner City Life - Baby Boy's Edit,['Goldie'],chicago-house,6mJb8G16Y65z3Xsl4IXxYt
298,Mega Mix - Jacking Mix,"[""Julian 'Jumpin' Perez"", 'Bad Boy Bill']",chicago-house,01ES3DiAHM4ZRCLOE8X1l6
299,Bentley's Gonna Sort You Out,['Bentley Rhythm Ace'],chicago-house,2GLl5SfGDhAEztVvEVRimA
300,Wheels On The Bus,['Raffi'],children,1IoEITHkdiep6Slg3Hti0h
301,Brown Eyed Girl,['Van Morrison'],children,4B2jOTUZBnlrjLHK1ertFR
302,Meet Olaf - Score Demo,['Christophe Beck'],children,4WOSnPruog3605oiLpZAqx
303,"Be Prepared - From ""The Lion King"" / Soundtrack Version","['Jeremy Irons', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings']",children,34nxgXFCPzDphUJGuRsn10
304,You Spin Me Round (Like A Record),['Alvin & The Chipmunks'],children,3Ubdfh2RcVAvNR8YfvVvRi
305,Super Bass,['Nicki Minaj'],children,7gKIt3rDGIMJDFVSPBnGmj
306,Run the World (Girls),['Beyoncé'],children,1uXbwHHfgsXcUKfSZw5ZJ0
307,I Love You,['Barney'],children,5DORLl7rJddjxVcjJlyxeo
308,Chasing The Sun,['The Wanted'],children,6WfDlkxh3cFinLzRX8A2nP
309,Classic,['MKTO'],children,5x9VIW2fS21JMswOt6AORI
310,Prayer in C - Robin Schulz Radio Edit,"['Lilly Wood and The Prick', 'Robin Schulz']",children,5fnA9mkIfScSqHIpeDyvck
311,Zacchaeus,['VeggieTales'],children,2lzzlLLjJEW9B5kpL5pwgF
312,Heigh-Ho - Soundtrack,['Dwarf Chorus'],children,2cDPJGo4A7YNmexurSzOTb
313,Rocketship Run,['The Laurie Berkner Band'],children,5DosXusswzsLcGzpf1E3MP
314,Feel So Close - Radio Edit,['Calvin Harris'],children,1gihuPhrLraKYrJMAEONyc
315,Like Me,"['Maia Mitchell', 'Grace Phipps', 'Ross Lynch', 'Spencer Lee', 'Teen Beach Movie Cast']",children,75a5fcQSduYyC93gXtgGhk
316,I'm So Happy I Can Dance,"['The Salteens', 'Jack Black']",children,7ujvER4cU0uz6KHeArdIju
317,Come & Get It,['Selena Gomez'],children,7Gkphzdh5ouurEt7JT49Yu
318,Somebody To Love,['Justin Bieber'],children,4I2GqMe7L2ccMpUbnDzYLH
319,"Love Is an Open Door - From ""Frozen""/Soundtrack Version","['Kristen Bell', 'Santino Fontana']",children,3IPnBzGRMg6BfViFxxa0Gq
320,Battle Scars,"['Lupe Fiasco', 'Guy Sebastian']",chill,1hWYT0w2R0J19rlVkiez7X
321,Hey Ya!,['Outkast'],chill,3AszgPDZd9q0DpDFt4HFBy
322,Little Bit,['Lykke Li'],chill,0Ps4Eh6SQjeLnubbCsQTDD
323,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,"['Lana Del Rey', 'Cedric Gervais']",chill,6D5pfooPP6hi99RaXjkDsP
324,Amber,['311'],chill,51UtgWS4z1eMPuLQOzPtNH
325,Swing Life Away,['Rise Against'],chill,6GrrkiCRO3HYdgRpO4eKEL
326,1979 - Remastered 2012,['The Smashing Pumpkins'],chill,3Y8Ff1nH44jFywAtpgmleZ
327,Rhythm Of Love,"[""Plain White T's""]",chill,6MDTpYxPFL0wtFd0pjfKws
328,Is This Love,['Bob Marley & The Wailers'],chill,3y540Z9QFePg2CyZYWZMyI
329,Samson,['Regina Spektor'],chill,2bbhyUWJ5VjdfI3P4PRLu2
330,Where Are You Now (Bonus Track),['Mumford & Sons'],chill,3dQfMd0TxVHRnFeaudSmSL
331,Lump Sum,['Bon Iver'],chill,3gntRzII2IRqmj2MzMINRX
332,Dreaming with a Broken Heart,['John Mayer'],chill,7keXdrB4mz57u4b8YkCwag
333,Just A Dream - Main,['Nelly'],chill,63EadEcC2ZwLencVf12SmI
334,Details in the Fabric (feat. James Morrison),"['Jason Mraz', 'James Morrison']",chill,7EvZucbeXRDEwT4cFpHEi8
335,Give Me Love,['Ed Sheeran'],chill,0SuG9kyzGRpDqrCWtgD6Lq
336,Speed of Sound,['Coldplay'],chill,7clUVcSOtkNWa58Gw5RfD4
337,Red Star - Original Mix,['Musetta'],chill,2NXuZs8lLkkLkpFTAV7N14
338,Love The Way You Lie,"['Eminem', 'Rihanna']",chill,6UaRii9AH6Zss9xNMEQ2M9
339,We Can't Stop,['Miley Cyrus'],chill,5ve0BYRZZ2aoHFqZMxqYgt
340,Appalachian Spring: VIII. Coda. Moderato,"['Aaron Copland', 'London Symphony Orchestra']",classical,2URjwQulkDiDmFdjSPrcSc
341,"Rigoletto / Act 3: ""La donna è mobile""","['Giuseppe Verdi', 'Luciano Pavarotti', 'London Symphony Orchestra', 'Richard Bonynge']",classical,2CACso0N7JssbeKSdN4Drl
342,"Rienzi, WWV 49: Overture","['Richard Wagner', 'Wiener Philharmoniker', 'Christian Thielemann']",classical,1my4A3uRDX1AU1xRDiEPni
343,"Viola Sonata, Op. 25, No. 1: IV. Rasendes Zeitmass. Wild. Tonschonheit ist Nebensache","['Paul Hindemith', 'Nobuko Imai']",classical,641IM7ryimhi1vVfSONkJz
344,Evey Reborn,['Dario Marianelli'],classical,0NvKyH2zVnhLcgMM7wAuK6
345,Divenire,['Ludovico Einaudi'],classical,4O0Yww5OIWyfBvWn6xN3CM
346,"Symphony No 2, Op. 38 ""Mesopotamia"": X.Ballad of Mesopotamia","['Fazıl Say', 'Carolina Eyck', 'Çağatay Akyol', 'Bülent Evcil', 'Gürer Aykal', 'Borusan Istanbul Philharmonic Orchestra']",classical,1VcGL267AesH4UouorKhsE
347,"14 Songs, Op. 34: Vocalise, Op. 34, No. 14","['Sergei Rachmaninoff', 'Maria Kliegel', 'Raymund Havenith']",classical,1jsymmUYkC76PZcCgZTG49
348,"24 Preludes, Op. 28: Prelude No. 4 in E Minor","['Frédéric Chopin', 'Evgeny Kissin']",classical,3hO3haFBsrcCzIFd6HJXnj
349,Trumpet Tune,"['Henry Purcell', 'The Prague Brass Soloists']",classical,5h4bVElGkP6CryCHL8WMd8
350,Whispering,"['Einojuhani Rautavaara', 'Hilary Hahn', 'Cory Smythe']",classical,7lcOlVY5Lw7vStpjiKuo6M
351,Country Band March,"['Charles Ives', 'Royal Northern Sinfonia', 'James Sinclair']",classical,2TZ0BlkBcBKOIQAljtkuyS
352,Sonata No. 1 in G Minor BWV1001: I. Adagio,"['Johann Sebastian Bach', 'David Juritz']",classical,4ASJhgJdOEtAwqDp37YUzd
353,Sonata for Violin and Piano in A: 4. Allegretto poco mosso,"['César Franck', 'Arthur Grumiaux', 'György Sebök']",classical,1wmmlJxCrOPfFO6o4gel78
354,"Nocturne in E-Flat Major, Op. 9, No.2","['Frédéric Chopin', 'Vladimir Feltsman']",classical,24A3HjyT5sGnrejr7yLDod
355,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse","['Pyotr Ilyich Tchaikovsky', 'Moscow Soloists', 'Yuri Bashmet']",classical,7uf3aFC1msj0t5cYImgOWy
356,"Symphony No 3, Op. 43 ""Universe"": VI.Dark Matter","['Fazıl Say', 'Carolina Eyck', 'Aykut Köselerli', 'Gürer Aykal', 'Borusan Istanbul Philharmonic Orchestra']",classical,1HmZgTVaxF2xRdPaxO7hAf
357,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai""","['Wolfgang Amadeus Mozart', 'Various Artists', 'Ola Rudner', 'Tasmanian Symphony Orchestra']",classical,50QqEXWsT4M0fP6HnrmgSi
358,"9 Fantasia a 4: V. Fantazia in B-Flat Major, Z. 736","['Henry Purcell', 'The Rose Consort Of Viols']",classical,79kGOM2eXbPvcpWCGUwKLz
359,"Symphony No. 1 in C Minor, WAB 101 - Edition Nowak (Linzer Fassung, 1866): I. Allegro","['Anton Bruckner', 'Jaap Van Zweden', 'Netherlands Radio Philharmonic Orchestra']",classical,7qBdLnaOLZq3mwsuTkR3QI
360,A New Error,['Moderat'],club,6OGRM4MAOlyOdhHuX0OJ6P
361,Si No Te Quisiera,"['Juan Magán', 'Belinda', 'Lapiz Conciente']",club,0wLqXnCLseMice1Hwq6yLz
362,Chasing Time,['Azealia Banks'],club,5oj38UmHhZeOr5WKjDX4hS
363,Flicker,['Porter Robinson'],club,6BivCuyKJtgLa9ooFsvUoZ
364,Netzwerk (Falls Like Rain),['Klangkarussell'],club,3sCOSNH82pkeCMqudYibjb
365,Breathe,['The Prodigy'],club,5oPUBUzrAnwvlmMzl1VW7Y
366,One Day (Vandaag) - Radio Edit,['Bakermat'],club,0GSU6yLOJqO10ziQuBLWOE
367,Promises,['NERO'],club,4A7qcJp2Sg867JST1pSPJz
368,I Got U,"['Duke Dumont', 'Jax Jones']",club,69gQgkobVW8bWjoCjBYQUd
369,Lose Yourself to Dance (feat. Pharrell Williams),"['Daft Punk', 'Pharrell Williams']",club,5CMjjywI0eZMixPeqNd75R
370,Live for the Night,['Krewella'],club,457p7UH7hoHrbA2iI4PSCA
371,Jealous (I Ain't With It),['Chromeo'],club,3pVbA69fLbVMwEv7ESCTm5
372,Show Me Love,['Robin S'],club,4t0UsYzmmmZRMTWn77jiGF
373,Smack My Bitch Up,['The Prodigy'],club,6mdwPV2pxF5o1WuA9ukTpC
374,Delirious (Boneless) (feat. Kid Ink),"['Steve Aoki', 'Chris Lake', 'Tujamo', 'Kid Ink']",club,2uGJC6Z7vQPkAmk0TVrOhS
375,212,"['Azealia Banks', 'Lazy Jay']",club,6cPf9tEes3kLf9zXN71z1Q
376,Red Lights,['Tiësto'],club,6oP02i1hRc3Qp9bd36Ya3Z
377,"Bubble Butt (feat. Bruno Mars, Tyga & Mystic)","['Major Lazer', 'Bruno Mars', 'Tyga', 'Mystic']",club,2fSiZWV4xHCHK7xlnPi6tj
378,Papaoutai,['Stromae'],club,53W8npbWVQo61IR8R88pra
379,Won't Look Back - Radio Edit,['Duke Dumont'],club,5B80SdObHYOE6fxgvnbeMs
380,"Dad Can't, Probably",['Chad Daniels'],comedy,5qmZgO7GX9DeUyFtV1RoGj
381,Cocktail Shrimp Ruined Forever,['Andrew Orvedahl'],comedy,65vn2ObttqJ0PRriurfFFt
382,Moving to Canada,['Hari Kondabolu'],comedy,3aopWDJo3uEyfPh66LAh2G
383,The Salt and Pepper Diner,['John Mulaney'],comedy,1OWYw9x5rS9YeqFHigsJp1
384,T.V. And Its Side Effects,['Jeff Foxworthy'],comedy,2jDKaPvf0I2hCENkw3AkQg
385,Pugs n' Nuts,['Comedian Bob Marley'],comedy,64dcOKc0z7PVeH1jDtCGz5
386,Don't Tell Anyone,['Mike Birbiglia'],comedy,1H9MZ8GfRQOJmeWBkRD7sZ
387,"Austin Powers Saying Yeah, Baby!",['David Cross'],comedy,2GVbhbv8C6qASzGBrCSFX0
388,Swedes,['Amy Schumer'],comedy,4Z2uDO3EM6xHYvxslOddg6
389,Cuddling,['Brian Posehn'],comedy,3jK0R1je00fp52SiKxEOKK
390,Booze is Magic,['Nick Swardson'],comedy,5deJ93GGaHYD1IjdG0T8Pz
391,Popular Phrases,['Tig Notaro'],comedy,0azE3RmtC1P3Y6fRKJIDwY
392,5,['Daniel Tosh'],comedy,5PiSY6VrudzjoDNlwBsDS3
393,The Excited Southerner at a Job Interview,"['Adam Sandler', 'ALLEN COVERT']",comedy,2WCe7XutBRavur2DJXV7TK
394,The Parking Ticket,['Patton Oswalt'],comedy,6yjoLviIwT6onwNdzCQrm7
395,Technology - Explicit Audio,['Robin Williams'],comedy,5TSnV3EXwuKi3owhSq9WY0
396,Cab Drivers - Live (1998 Broadhurst Theatre),['Jerry Seinfeld'],comedy,34cKD8rcpQjX6zSjnOeDz7
397,This Woman I Met,['Steven Wright'],comedy,497RhabXN14IDFq6BMzqED
398,Trick Or Treating,['George Lopez'],comedy,4l9aesWVNmBYvkB3dEI1We
399,"Episode 1 ""First To Welcome""",['T.J. Miller'],comedy,3GirM1FjOy4NEgcu0hV8sM
400,Too Much Fun,['Daryle Singletary'],country,38CnG9HxpVtqXVqpESBr6H
401,I Still Believe In You,['Vince Gill'],country,4mSETOGtJGzA6qkxee3yMc
402,You're Gonna Miss This,['Trace Adkins'],country,5Ga2YBqKtetWgWL2pl3g3f
403,Take Back Home Girl (feat. Tori Kelly),"['Chris Lane', 'Tori Kelly']",country,288LnmFZJVkxyslMocxW1W
404,God Made A Woman,['Jerrod Niemann'],country,0c36gHE4gFzaJL6ItRjHRd
405,Dear Hate (feat. Vince Gill),"['Maren Morris', 'Vince Gill']",country,7zOoHxDt1duHL8czY7o7ab
406,No Stopping You,['Brett Eldredge'],country,569dtdMw7TOS8E4qMCNRtP
407,Country State Of Mind,"['Hank Williams, Jr.']",country,262r1LfhrukxXCMymvPaTA
408,Boots On,['Randy Houser'],country,7K4VxvIXXbDbaVn6ARbch1
409,Boondocks,['Little Big Town'],country,3duP6mBVDsHM8ioN7o7dAK
410,Nothing On But The Radio,['Gary Allan'],country,3SRuODYNV4j2ckkJ9Samju
411,Make You Miss Me,['Sam Hunt'],country,0xwPzLmBAYro8BUz7MrtAo
412,Sunrise,['Ryan Bingham'],country,0KefTgKt7yjGkKPyO7yryV
413,Be Yourself,['Seth Alley'],country,5gtH9XiaGUxnI8Wgrc9wgx
414,Still Believe in Crazy Love,['Ryan Kinder'],country,1pwHF3tfzNaKCFBqpoxr2V
415,Homegrown,['Zac Brown Band'],country,1qwnPVOIJjAFfCc40Etb1D
416,Fightin Side Of Me,['Merle Haggard'],country,0CQuh4fFCMG2OMKkixs7iu
417,You Are,['Jordan Brooker'],country,2EIN7py5tqzh0BTTMDBCe6
418,Folded Flag,['Aaron Lewis'],country,3wAvQDESfTvW50J5Gu4Zbs
419,What Was I Thinkin',['Dierks Bentley'],country,0r8iDf65NHgFgZOGLwj5r8
420,RIVA (Restart the Game) - Radio Edit,"['Klingande', 'Broken Back']",dance,5790D9sgPum0aE59ES7X1v
421,You Know You Like It,"['DJ Snake', 'AlunaGeorge']",dance,57kR5SniQIbsbVoIjjOUDa
422,West Coast - ZHU Remix,"['Lana Del Rey', 'ZHU']",dance,2RhnWABnXLFzaqb8wt96mO
423,We Don't Stop,['Kaskade'],dance,04coyVwlPNfsK0icWUd1Lf
424,Stole the Show,"['Kygo', 'Parson James']",dance,4iZPNYqzI2L0uwuUKun7Aa
425,Hotline Bling,['Drake'],dance,6nmz4imkDcmtwMjocAzFSx
426,Outside (feat. Ellie Goulding),"['Calvin Harris', 'Ellie Goulding']",dance,7MmG8p0F9N3C4AXdK6o6Eb
427,Tuna Melt,"['A-Trak', 'Tommy Trash']",dance,1w0DGSQ087g6sjCqcXOd3x
428,Ghost - Oliver Nelson Remix,"['Ella Henderson', 'Oliver Nelson']",dance,4zFgZQEatsyUhLhDtClcKl
429,Feed Me Diamonds - RAC Mix,"['MNDR', 'RAC']",dance,2KTDXomHe7JQymlzXf7KdM
430,Kick Out The Epic Motherf**ker - Vocal Version,['Dada Life'],dance,3LKis9Wx1BtM3YtTsv5XQk
431,Synergy (feat. Blissando) [Rob Pix Remix],"['Slop Rock', 'Blissando', 'Rob Pix']",dance,6EnGhcj6rHhJEyDicUjR8g
432,Till It Hurts,"['Yellow Claw', 'Ayden']",dance,6jKf2iGv0L8M5EhLbK4Aqq
433,How I Feel,['Pomo'],dance,2CliqBGlcrsPT9JJEH7Wb7
434,Go All Night,"['Gorgon City', 'Jennifer Hudson']",dance,2Yhw5UiH13rDTGCeWfzK3n
435,"Puppet Theatre (feat. Peter, Bjorn and John)",['Claptone'],dance,1F5YhpXlaJwwVCfg0Px1ta
436,I Loved You (feat. Melissa Steel),"['Blonde', 'Melissa Steel']",dance,4KuS9s0fuqLznp9AJTqTm7
437,Hideaway,['Kiesza'],dance,0c6xIDDpzE81m2q797ordA
438,Chasing Ghosts - Radio Edit,"['Alex Preston', 'Chris Arnott']",dance,7FT73l2HtoNb8jBtNMkx2h
439,Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,"['DR. KUCHO!', 'Gregor Salto', 'Ane Brun']",dance,7ev2lOXMdzyJ5qCXUnrRns
440,Bring Life,['Kalado'],dancehall,1zSyCSI9cOYbb56mRA5HhY
441,Gyal Bruk Out,['Alkaline'],dancehall,3oeicU1vhOHoySeNBhSUFv
442,Anything a Anything (feat. Vybz Kartel),['Gaza Slim'],dancehall,7pRgOCy7jg3Knhb6KE4pOh
443,Ring the Alarm,['Tenor Saw'],dancehall,1REJRpQNstNXaPtWSrsHa3
444,Kugledans,"['EaggerStunn', 'Geolo G']",dancehall,2jgJ0vuDOMXxQLibaVlLy8
445,Fuck Regular - Raw,['Konshens'],dancehall,4nMwtjh8zciHyBpypzzemv
446,Final Destination - Raw,['Mavado'],dancehall,3hG816iyvxuXwFtzOVJNsh
447,Love of Money,['Vybz Kartel'],dancehall,1Ra8d6lTOlEb6KvDFbi7dC
448,Hills And Valleys,['Buju Banton'],dancehall,2H4M3lyO2rJFQw33idCk1X
449,Slow Wind - Remix featuring Sean Paul and Akon,['R. Kelly'],dancehall,4f1er3ZuMpVuFKwAseQ1E9
450,Pon de Replay,['Rihanna'],dancehall,6GC6lcKgjCdsdIz5OiCUw5
451,Red Red Wine,['UB40'],dancehall,4uOKFydzAejjSFqYbv1XPt
452,Jump,['Rupee'],dancehall,0kBXrEjomz8QpRRgSai0YB
453,Beg U,['Lady Saw'],dancehall,2xeiMyfzhqbxxub2ozJ2i8
454,Shizzle Ma Nizzle,['Elephant Man'],dancehall,5zsLAt1QFMtjpZhdtkUgU0
455,Dumpa Truck (Raw),['Vybz Kartel'],dancehall,4zKx2Gdsbd8s07BfMjClAB
456,Deport Them,['Sean Paul'],dancehall,0cYi2oZKIxhJxR2rW6lt5o
457,Broad Out - Raw,['RDX'],dancehall,5LHlIudAN2fauwWF1fAcqJ
458,My Ex-Girl,['Chris Martin'],dancehall,0FSFJXymjxySabOXaaOmOh
459,Gyal Bend Ova,['Mavado'],dancehall,6FON28AAfeyXZyOAA0x3h5
460,Silence,['Decapitated'],death-metal,0fSXUcMQosp1c9R9w7Y478
461,Chapter For Transforming Into a Snake,['Nile'],death-metal,02PZzvMoGa2Jh6zh2des0v
462,Abnormally Deceased,['Entombed'],death-metal,2wPCKvH509FfKrL66scvu2
463,Bloodstained Cross,['Arch Enemy'],death-metal,3hgpzGIsWj7zAaqGTVrUmZ
464,Caesar's Palace,['Morbid Angel'],death-metal,2GeZ1uQprfBs4OoUG2hws4
465,No Love Lost,['Carcass'],death-metal,5nWTnbrTqyrMTKcNhHjbY2
466,Symbiotic In Theory,['Necrophagist'],death-metal,0DKQvjWmIPjV7rsQVzlp0y
467,Intro - Unleashed (Upon Mankind),['Bolt Thrower'],death-metal,5vpJkOc6FejKXO5vLQqW3b
468,Trick or Betrayed,['Deicide'],death-metal,6rFOlesxlyEXPENfl74rFt
469,Blood On My Hands,['Morbid Angel'],death-metal,19i6g38aE0o6GUMujz8BBb
470,Praise the Lord (Opium of the Masses),['Dying Fetus'],death-metal,2Y0Zb2iYC5mys5z44zjkNM
471,Out Of Hand,['Entombed'],death-metal,5Nj6j8jW1hbPNhHk0IUZeG
472,The Eye Of Ra,['Nile'],death-metal,6wvz0QDbiAh3jfWALEBX2w
473,Drowned In Torment,['Bolt Thrower'],death-metal,5y5jYmo2ZM6wcpSDGlDIw8
474,Trapped In A Corner,['Death'],death-metal,6rGYtoOPyJKpcq8ZP5pFc0
475,Melting,['Morbid Angel'],death-metal,2vDKztfuyYFAVNgNEVGSGo
476,Set to Fail,['Lamb of God'],death-metal,7m6AQxjuvjTtz6xR8gkXiB
477,Bleed,['Meshuggah'],death-metal,4E6wpXABj8XosZEPXZz2OK
478,Marital Decimation,['Suffocation'],death-metal,4fVsWHnujGYgnbqQRphv0V
479,Lying and Weak,['Decapitated'],death-metal,7fX3HTuPxrpYaeKAauJ2Il
480,Spirit - MAW Mix,"['Cunnie Williams', 'Masters At Work']",deep-house,0eBmWrGlvKAbqwgx1y2CEe
481,Sweet Dreams - Original Mix,['Stereo Express'],deep-house,3Jhch5CPIZJ1pIJaZHg9yL
482,On The Road,['Y.V.E. 48'],deep-house,18pm7deXmYGcuQbMqd39ew
483,Changes - Mario Basanov Remix,['Crazy P'],deep-house,1U56Q5GiaGWvpOCzw0CK7Q
484,Melodica - Original Mix,['Stimming'],deep-house,0xtif1cPZHjjeGiyN6fmDc
485,Good Night My Love - Joachim Pastor Remix,"['Worakls', 'Joachim Pastor']",deep-house,2z1oXXAJMbhNgoexZQIyZJ
486,Maintain,['Fabio Giannelli'],deep-house,2hXjRBkInMwEwBW7YUzP5x
487,Virago,['Monitor 66'],deep-house,13X04EQHsoC6Fd0o63Z3jN
488,Night And Day - Dusky remix,['Hot Chip'],deep-house,4a6prqOyhXeYQjaHI50iWt
489,Odyssey,['Gorgon City'],deep-house,7Hc8tJ6SAh3KRSV7ElVDN3
490,2 Know U,['Doctor Dru'],deep-house,6IOfCyfp40rloeIbqVvvqg
491,Move - Friend Within Remix,"['Mausi', 'Friend Within']",deep-house,4QoLCO2d2GrepzxHReF4uc
492,Somebody to Love,['Kyrill & Redford'],deep-house,2yQDcQoePYMc2Wal7zABta
493,Next To You - Maya Jane Coles Remix,"['Marvin Zeyss', 'Maya Jane Coles']",deep-house,3WpxOAVSjnHPDaCZ9rGIWK
494,A Message For The DJ,['Delano Smith - Feat. Diamondancer'],deep-house,39cgFLYRr8JTOoB6rITZNl
495,Mystical Rhythm,['Vince Watson'],deep-house,6c9B8JEK9ehVtcrsFVHVcm
496,Nobody Else - Original Mix,['Dusky'],deep-house,3XGxnY7xnMrAdYUyl5M8XJ
497,I'm Not,['Oliver Schories'],deep-house,6Tn0ytIuayunuAZ0A1WtuP
498,Don't,"['Bicep', 'Omar Odyssey']",deep-house,7KuEI94RiJIvjVrYnb87xP
499,Take Your Time,"['Joris Delacroix', 'Nancy']",deep-house,73NS1zNoYCSFSM3JMji1uV
500,Black Technician,['Robert Hood'],detroit-techno,2CdW6gmmtEh7niGz9jrFpn
501,Just Want Another Chance - John Tejada Remix,['Kevin Saunderson'],detroit-techno,2gzcxW0t8jEpf3SIKu8gq8
502,Ninja,['Glenn Underground'],detroit-techno,6fXeINYFVU8VdvpdStayQx
503,Till We Meet Again,['Inner City'],detroit-techno,2YYbO1tjcZbjaPm28Y90VX
504,The Setup,['Moodymann'],detroit-techno,15cisbnZrowZBhJBdKugk6
505,The Force,['Laurent Garnier'],detroit-techno,2PWzlt9EGq4cYLGj4tpJNS
506,Another Time (Revisited),['F.U.S.E.'],detroit-techno,1JT76qoOoZAuCwHJWVemnd
507,Dark Patterns,['Theo Parrish'],detroit-techno,1nUgMJunxIostjivEJOayy
508,Evolution,['Speedy J'],detroit-techno,44vIsNglt0msyTa6MjFr7p
509,Existence,['Kink'],detroit-techno,23YgtDE6f4HZErTLZQjyPb
510,Thursday Night,['DJ Bone'],detroit-techno,7CBAwf5cKArNAJOcmVR5fo
511,Back At Bakers (on Livernois),['Moodymann'],detroit-techno,0LywQdEQMeTH5xHhe0iuHq
512,Keaton's Theme,['Jeff Mills'],detroit-techno,1HY2q8L9hIO97g8xYXwNIk
513,After Fall,['Kyle Hall'],detroit-techno,1wRufGXkiaQhkaRjvEGmK5
514,Climb,['The Detroit Escalator Co.'],detroit-techno,6cHowqLv55VHJwv3GMCpy2
515,I Love You,['Juan Atkins'],detroit-techno,3nBUDGHGpjJFYqsbnvfnyp
516,Blue - Mix A,['Circulation'],detroit-techno,0XLulX0KgkeJNxtq663kbw
517,Desire,['Moodymann'],detroit-techno,24mkZlzjjE4N7n38pkF3RS
518,Inner City Theme,['Inner City'],detroit-techno,5aEBCOVqUReovhMm4rcuDf
519,Moving,['Petar Dundov'],detroit-techno,5aVjmoAAyT9pxMj7m90XFW
520,"More, More, More",['Andrea True Connection'],disco,4hepyFFOO9I7oZCNn3T2sz
521,Years - ラジオ・エディット,"['Alesso', 'Matthew Koma']",disco,2YBnNbMOUUSkqncnQgkqST
522,Kiss,['Prince'],disco,28S2K2KIvnZ9H6AyhRtenm
523,Call Me Maybe,['Carly Rae Jepsen'],disco,5unfeZUhKhICP73CDYBW4N
524,Celebration,['Kool & The Gang'],disco,5ciXcabHz3tFg3vCQyEeYu
525,We Run The Night,"['Havana Brown', 'Pitbull']",disco,792NyTUEYZD6jPAARVD9s9
526,Man Down,['Rihanna'],disco,1Bx0zEdVjkFlV27iKaePug
527,More Than Friends (feat. Daddy Yankee),"['INNA', 'Daddy Yankee']",disco,1S4ENupfwIqYUPM2sgCief
528,Copacabana (At the Copa) - Long Version,['Barry Manilow'],disco,6T0ENH729fIedxSpbQrKJz
529,Sweet Dreams,['La Bouche'],disco,2wz5weI4PREzpexKfrKgwv
530,Do You Wanna Funk?,"['Patrick Cowley', 'Sylvester']",disco,1S7VWDpdcFFzNVg6ZQNpRg
531,P.Y.T. (Pretty Young Thing),['Michael Jackson'],disco,5lA3pwMkBdd24StM90QrNR
532,Super Freak,['Rick James'],disco,55OjNE2lCUX19YsiwjmtYX
533,Bad Girls,['Donna Summer'],disco,1Hfm2cnD1jjv1Fl7tBGTQW
534,Alejandro,['Lady Gaga'],disco,44XBLYMVEt5vJcb5qXfQ7V
535,Miami 2 Ibiza,['Swedish House Mafia'],disco,56QCGK2tyUmlma8k94zLal
536,Whistle,['Flo Rida'],disco,0ltBH1JNzSvQJPjJpvTu9B
537,Mound Of Clay,['Charlie Feathers'],disco,1Zrv58RUnM6yg0x1bbgSkT
538,The Look Of Love - Pt. 1,['ABC'],disco,78j3qTBdzcIiT3eS7XymoD
539,Break Free,"['Ariana Grande', 'Zedd']",disco,7cvxrDu7VIhVSOFRNgPegv
540,Hakuna Matata,"['Dimitri Rougeul', 'Jean-Philippe Puymartin', 'Michel Elias', 'Emmanuel Curtil']",disney,4Cip5rpau6JC8OgBIg71jn
541,To The Dump,['Randy Newman'],disney,0zBSbznwIIZ8O18dhNDHjZ
542,"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book"" / Soundtrack Version","['Louis Prima', 'Phil Harris', 'Bruce Reitherman']",disney,7egiYyTeKkzTxymVo0mPj8
